"","row_id","drink","date_modified","id_drink","alcoholic","category","drink_thumb","glass","iba","video","ingredient_number","ingredient","measure"
"20",3,"151 Florida Bushwacker","2016-07-18T22:28:43Z",14588,"Alcoholic","Milk / Float / Shake","http://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg","Beer mug",NA,NA,8,"Vanilla ice-cream","1 cup"
"21",4,"155 Belmont","2016-10-05T12:36:28Z",15346,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/yqvvqs1475667388.jpg","White wine glass",NA,NA,1,"Dark rum","1 shot"
"22",4,"155 Belmont","2016-10-05T12:36:28Z",15346,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/yqvvqs1475667388.jpg","White wine glass",NA,NA,2,"Light rum","2 shots"
"23",4,"155 Belmont","2016-10-05T12:36:28Z",15346,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/yqvvqs1475667388.jpg","White wine glass",NA,NA,3,"Vodka","1 shot"
"24",4,"155 Belmont","2016-10-05T12:36:28Z",15346,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/yqvvqs1475667388.jpg","White wine glass",NA,NA,4,"Orange juice","1 shot"
"25",5,"24k nightmare","2016-07-18T22:31:38Z",17060,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/yyrwty1468877498.jpg","Shot glass",NA,NA,1,"Goldschlager","1/2 oz"
"26",5,"24k nightmare","2016-07-18T22:31:38Z",17060,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/yyrwty1468877498.jpg","Shot glass",NA,NA,2,"Jägermeister","1/2 oz"
"27",5,"24k nightmare","2016-07-18T22:31:38Z",17060,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/yyrwty1468877498.jpg","Shot glass",NA,NA,3,"Rumple Minze","1/2 oz"
"28",5,"24k nightmare","2016-07-18T22:31:38Z",17060,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/yyrwty1468877498.jpg","Shot glass",NA,NA,4,"151 proof rum","1/2 oz Bacardi"
"29",6,"252","2016-07-18T22:32:42Z",15288,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/rtpxqw1468877562.jpg","Shot glass",NA,NA,1,"151 proof rum","1/2 shot Bacardi"
"30",6,"252","2016-07-18T22:32:42Z",15288,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/rtpxqw1468877562.jpg","Shot glass",NA,NA,2,"Wild Turkey","1/2 shot"
"31",7,"3 Wise Men","2016-07-18T22:34:37Z",13899,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/wxqpyw1468877677.jpg","Collins glass",NA,NA,1,"Jack Daniels","1/3 oz"
"32",7,"3 Wise Men","2016-07-18T22:34:37Z",13899,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/wxqpyw1468877677.jpg","Collins glass",NA,NA,2,"Johnnie Walker","1/3 oz"
"33",7,"3 Wise Men","2016-07-18T22:34:37Z",13899,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/wxqpyw1468877677.jpg","Collins glass",NA,NA,3,"Jim Beam","1/3 oz"
"34",9,"410 Gone","2016-08-31T19:43:46Z",13581,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/xtuyqv1472669026.jpg","Collins Glass",NA,NA,1,"Peach Vodka","2-3 oz"
"35",10,"50/50","2016-04-29T09:41:56Z",14598,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/wwpyvr1461919316.jpg","Collins Glass",NA,NA,1,"Vanilla vodka","2 1/2 oz"
"36",10,"50/50","2016-04-29T09:41:56Z",14598,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/wwpyvr1461919316.jpg","Collins Glass",NA,NA,2,"Grand Marnier","1 splash"
"37",10,"50/50","2016-04-29T09:41:56Z",14598,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/wwpyvr1461919316.jpg","Collins Glass",NA,NA,3,"Orange juice","Fill with"
"38",12,"69 Special","2016-08-31T19:44:55Z",13940,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/vqyxqx1472669095.jpg","Collins Glass",NA,NA,1,"Gin","2 oz dry"
"39",12,"69 Special","2016-08-31T19:44:55Z",13940,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/vqyxqx1472669095.jpg","Collins Glass",NA,NA,2,"7-Up","4 oz"
"40",12,"69 Special","2016-08-31T19:44:55Z",13940,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/vqyxqx1472669095.jpg","Collins Glass",NA,NA,3,"Lemon juice","0.75 oz"
"41",13,"747","2016-08-31T19:28:26Z",14229,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/xxsxqy1472668106.jpg","Shot glass",NA,NA,1,"Kahlua","1/3 part"
"42",13,"747","2016-08-31T19:28:26Z",14229,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/xxsxqy1472668106.jpg","Shot glass",NA,NA,2,"Bailey's irish cream","1/3 part"
"43",13,"747","2016-08-31T19:28:26Z",14229,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/xxsxqy1472668106.jpg","Shot glass",NA,NA,3,"Frangelico","1/3 part"
"44",14,"9 1/2 Weeks","2016-08-31T19:48:22Z",16108,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/xvwusr1472669302.jpg","Cocktail glass",NA,NA,1,"Absolut Citron","2 oz"
"45",14,"9 1/2 Weeks","2016-08-31T19:48:22Z",16108,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/xvwusr1472669302.jpg","Cocktail glass",NA,NA,2,"Orange Curacao","1/2 oz"
"46",14,"9 1/2 Weeks","2016-08-31T19:48:22Z",16108,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/xvwusr1472669302.jpg","Cocktail glass",NA,NA,3,"Strawberry liqueur","1 splash"
"47",14,"9 1/2 Weeks","2016-08-31T19:48:22Z",16108,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/xvwusr1472669302.jpg","Cocktail glass",NA,NA,4,"Orange juice","1 oz"
"48",15,"A Day at the Beach","2016-02-03T15:47:54Z",15200,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/trptts1454514474.jpg","Highball glass",NA,NA,1,"Coconut rum","1 oz"
"49",15,"A Day at the Beach","2016-02-03T15:47:54Z",15200,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/trptts1454514474.jpg","Highball glass",NA,NA,2,"Amaretto","1/2 oz"
"50",15,"A Day at the Beach","2016-02-03T15:47:54Z",15200,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/trptts1454514474.jpg","Highball glass",NA,NA,3,"Orange juice","4 oz"
"51",15,"A Day at the Beach","2016-02-03T15:47:54Z",15200,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/trptts1454514474.jpg","Highball glass",NA,NA,4,"Grenadine","1/2 oz"
"52",16,"A Furlong Too Late","2016-08-31T19:46:06Z",11000,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/ssxvww1472669166.jpg","Highball glass",NA,NA,1,"Light rum","2 oz"
"53",16,"A Furlong Too Late","2016-08-31T19:46:06Z",11000,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/ssxvww1472669166.jpg","Highball glass",NA,NA,2,"Ginger beer","4 oz"
"54",16,"A Furlong Too Late","2016-08-31T19:46:06Z",11000,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/ssxvww1472669166.jpg","Highball glass",NA,NA,3,"Lemon peel","1 twist of"
"55",17,"A Gilligan's Island","2016-04-28T19:12:56Z",16943,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/wysqut1461867176.jpg","Collins glass",NA,NA,1,"Vodka","1 oz"
"56",17,"A Gilligan's Island","2016-04-28T19:12:56Z",16943,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/wysqut1461867176.jpg","Collins glass",NA,NA,2,"Peach schnapps","1 oz"
"57",17,"A Gilligan's Island","2016-04-28T19:12:56Z",16943,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/wysqut1461867176.jpg","Collins glass",NA,NA,3,"Orange juice","3 oz"
"58",17,"A Gilligan's Island","2016-04-28T19:12:56Z",16943,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/wysqut1461867176.jpg","Collins glass",NA,NA,4,"Cranberry juice","3 oz"
"59",18,"A Night In Old Mandalay","2016-04-29T09:43:00Z",11001,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg","Highball glass",NA,NA,1,"Light rum","1 oz"
"60",18,"A Night In Old Mandalay","2016-04-29T09:43:00Z",11001,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg","Highball glass",NA,NA,2,"Añejo rum","1 oz"
"61",18,"A Night In Old Mandalay","2016-04-29T09:43:00Z",11001,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg","Highball glass",NA,NA,3,"Orange juice","1 oz"
"62",18,"A Night In Old Mandalay","2016-04-29T09:43:00Z",11001,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg","Highball glass",NA,NA,4,"Lemon juice","1/2 oz"
"63",18,"A Night In Old Mandalay","2016-04-29T09:43:00Z",11001,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg","Highball glass",NA,NA,5,"Ginger ale","3 oz"
"64",18,"A Night In Old Mandalay","2016-04-29T09:43:00Z",11001,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/vyrvxt1461919380.jpg","Highball glass",NA,NA,6,"Lemon peel","1 twist of"
"65",20,"A Splash of Nash","2016-08-31T19:30:01Z",14564,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/rsvtrr1472668201.jpg","Highball glass",NA,NA,1,"Cranberry juice","2 oz"
"66",20,"A Splash of Nash","2016-08-31T19:30:01Z",14564,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/rsvtrr1472668201.jpg","Highball glass",NA,NA,2,"Soda water","2 oz"
"67",20,"A Splash of Nash","2016-08-31T19:30:01Z",14564,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/rsvtrr1472668201.jpg","Highball glass",NA,NA,3,"Midori melon liqueur","0.5 oz"
"68",20,"A Splash of Nash","2016-08-31T19:30:01Z",14564,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/rsvtrr1472668201.jpg","Highball glass",NA,NA,4,"Creme de Banane","0.5 oz"
"69",23,"A. J.","2016-09-02T11:16:58Z",11002,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/uryyrr1472811418.jpg","Cocktail glass",NA,NA,1,"Applejack","1 1/2 oz"
"70",23,"A. J.","2016-09-02T11:16:58Z",11002,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/uryyrr1472811418.jpg","Cocktail glass",NA,NA,2,"Grapefruit juice","1 oz"
"71",24,"A.D.M. (After Dinner Mint)","2016-08-31T19:53:20Z",14560,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/ruxuvp1472669600.jpg","Irish coffee cup",NA,NA,1,"White Creme de Menthe","1/2 oz"
"72",24,"A.D.M. (After Dinner Mint)","2016-08-31T19:53:20Z",14560,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/ruxuvp1472669600.jpg","Irish coffee cup",NA,NA,2,"Southern Comfort","3/4 oz"
"73",24,"A.D.M. (After Dinner Mint)","2016-08-31T19:53:20Z",14560,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/ruxuvp1472669600.jpg","Irish coffee cup",NA,NA,3,"Vodka","1/2 oz"
"74",24,"A.D.M. (After Dinner Mint)","2016-08-31T19:53:20Z",14560,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/ruxuvp1472669600.jpg","Irish coffee cup",NA,NA,4,"Hot chocolate","Fill with"
"75",25,"A1","2017-09-07T21:42:09Z",17222,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/2x8thr1504816928.jpg","Cocktail glass",NA,NA,1,"Gin","1 3/4 shot"
"76",25,"A1","2017-09-07T21:42:09Z",17222,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/2x8thr1504816928.jpg","Cocktail glass",NA,NA,2,"Grand Marnier","1 Shot"
"77",25,"A1","2017-09-07T21:42:09Z",17222,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/2x8thr1504816928.jpg","Cocktail glass",NA,NA,3,"Lemon Juice","1/4 Shot"
"78",25,"A1","2017-09-07T21:42:09Z",17222,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/2x8thr1504816928.jpg","Cocktail glass",NA,NA,4,"Grenadine","1/8 Shot"
"79",26,"ABC","2016-08-31T19:32:08Z",13501,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/tqpvqp1472668328.jpg","Shot glass",NA,NA,1,"Amaretto","1/3"
"80",26,"ABC","2016-08-31T19:32:08Z",13501,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/tqpvqp1472668328.jpg","Shot glass",NA,NA,2,"Bailey's irish cream","1/3"
"81",26,"ABC","2016-08-31T19:32:08Z",13501,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/tqpvqp1472668328.jpg","Shot glass",NA,NA,3,"Cognac","1/3"
"82",27,"ACID","2016-11-15T11:28:37Z",14610,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/xuxpxt1479209317.jpg","Shot glass",NA,NA,1,"151 proof rum","1 oz Bacardi"
"83",27,"ACID","2016-11-15T11:28:37Z",14610,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/xuxpxt1479209317.jpg","Shot glass",NA,NA,2,"Wild Turkey","1 oz"
"84",28,"AT&T","2017-04-24T22:00:19Z",13938,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/rhhwmp1493067619.jpg","Highball Glass",NA,NA,1,"Absolut Vodka","1 oz"
"85",28,"AT&T","2017-04-24T22:00:19Z",13938,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/rhhwmp1493067619.jpg","Highball Glass",NA,NA,2,"Gin","1 oz"
"86",28,"AT&T","2017-04-24T22:00:19Z",13938,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/rhhwmp1493067619.jpg","Highball Glass",NA,NA,3,"Tonic water","4 oz"
"87",29,"Abbey Cocktail","2016-09-02T11:19:28Z",11003,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/quyyuw1472811568.jpg","Cocktail glass",NA,NA,1,"Gin","1 1/2 oz"
"88",29,"Abbey Cocktail","2016-09-02T11:19:28Z",11003,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/quyyuw1472811568.jpg","Cocktail glass",NA,NA,2,"Orange bitters","1 dash"
"89",29,"Abbey Cocktail","2016-09-02T11:19:28Z",11003,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/quyyuw1472811568.jpg","Cocktail glass",NA,NA,3,"Orange","Juice of 1/4"
"90",29,"Abbey Cocktail","2016-09-02T11:19:28Z",11003,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/quyyuw1472811568.jpg","Cocktail glass",NA,NA,4,"Cherry","1"
"91",30,"Abbey Martini","2017-09-07T21:50:03Z",17223,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/2mcozt1504817403.jpg","Cocktail glass",NA,NA,1,"Gin","2 shots"
"92",30,"Abbey Martini","2017-09-07T21:50:03Z",17223,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/2mcozt1504817403.jpg","Cocktail glass",NA,NA,2,"Sweet Vermouth","1 shot"
"93",30,"Abbey Martini","2017-09-07T21:50:03Z",17223,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/2mcozt1504817403.jpg","Cocktail glass",NA,NA,3,"Orange Juice","1 shot"
"94",30,"Abbey Martini","2017-09-07T21:50:03Z",17223,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/2mcozt1504817403.jpg","Cocktail glass",NA,NA,4,"Angostura Bitters","3 dashes"
"95",31,"Abilene","2016-04-29T09:44:25Z",11004,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/ysqwwt1461919465.jpg","Highball glass",NA,NA,1,"Dark rum","1 1/2 oz"
"96",31,"Abilene","2016-04-29T09:44:25Z",11004,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/ysqwwt1461919465.jpg","Highball glass",NA,NA,2,"Peach nectar","2 oz"
"97",31,"Abilene","2016-04-29T09:44:25Z",11004,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/ysqwwt1461919465.jpg","Highball glass",NA,NA,3,"Orange juice","3 oz"
"98",32,"Absinthe #2","2016-08-31T19:13:17Z",12790,"Alcoholic","Homemade Liqueur","http://www.thecocktaildb.com/images/media/drink/uxxtrt1472667197.jpg","Jar",NA,NA,1,"Vodka","1 bottle"
"99",32,"Absinthe #2","2016-08-31T19:13:17Z",12790,"Alcoholic","Homemade Liqueur","http://www.thecocktaildb.com/images/media/drink/uxxtrt1472667197.jpg","Jar",NA,NA,2,"Sugar","50 gr"
"100",32,"Absinthe #2","2016-08-31T19:13:17Z",12790,"Alcoholic","Homemade Liqueur","http://www.thecocktaildb.com/images/media/drink/uxxtrt1472667197.jpg","Jar",NA,NA,3,"Anise","50 ml pure"
"101",32,"Absinthe #2","2016-08-31T19:13:17Z",12790,"Alcoholic","Homemade Liqueur","http://www.thecocktaildb.com/images/media/drink/uxxtrt1472667197.jpg","Jar",NA,NA,4,"Licorice root","1 tblsp"
"102",32,"Absinthe #2","2016-08-31T19:13:17Z",12790,"Alcoholic","Homemade Liqueur","http://www.thecocktaildb.com/images/media/drink/uxxtrt1472667197.jpg","Jar",NA,NA,5,"Wormwood","1"
"103",34,"Absolut Sex","2016-08-31T19:33:56Z",14360,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/xtrvtx1472668436.jpg","Old-fashioned glass",NA,NA,1,"Absolut Kurant","3/4 oz"
"104",34,"Absolut Sex","2016-08-31T19:33:56Z",14360,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/xtrvtx1472668436.jpg","Old-fashioned glass",NA,NA,2,"Midori melon liqueur","3/4 oz"
"105",34,"Absolut Sex","2016-08-31T19:33:56Z",14360,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/xtrvtx1472668436.jpg","Old-fashioned glass",NA,NA,3,"Cranberry juice","1 oz"
"106",34,"Absolut Sex","2016-08-31T19:33:56Z",14360,"Alcoholic","Shot","http://www.thecocktaildb.com/images/media/drink/xtrvtx1472668436.jpg","Old-fashioned glass",NA,NA,4,"Sprite","1 splash"
"107",35,"Absolut Stress #2","2016-09-02T11:23:45Z",15597,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/xuyqrw1472811825.jpg","Collins Glass",NA,NA,1,"Absolut Vodka","1 1/2 oz"
"108",35,"Absolut Stress #2","2016-09-02T11:23:45Z",15597,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/xuyqrw1472811825.jpg","Collins Glass",NA,NA,2,"Peach schnapps","1/2 oz"
"109",35,"Absolut Stress #2","2016-09-02T11:23:45Z",15597,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/xuyqrw1472811825.jpg","Collins Glass",NA,NA,3,"Coconut liqueur","1/2 oz"
"110",35,"Absolut Stress #2","2016-09-02T11:23:45Z",15597,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/xuyqrw1472811825.jpg","Collins Glass",NA,NA,4,"Cranberry juice","1 1/2 oz"
"111",35,"Absolut Stress #2","2016-09-02T11:23:45Z",15597,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/xuyqrw1472811825.jpg","Collins Glass",NA,NA,5,"Pineapple juice","1 1/2 oz"
"112",36,"Absolut Summertime","2016-08-31T19:54:22Z",14107,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/trpxxs1472669662.jpg","Collins glass",NA,NA,1,"Absolut Citron","1 1/2 oz"
"113",36,"Absolut Summertime","2016-08-31T19:54:22Z",14107,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/trpxxs1472669662.jpg","Collins glass",NA,NA,2,"Sweet and sour","3/4 oz"
"114",36,"Absolut Summertime","2016-08-31T19:54:22Z",14107,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/trpxxs1472669662.jpg","Collins glass",NA,NA,3,"Sprite","1/2 oz"
"115",36,"Absolut Summertime","2016-08-31T19:54:22Z",14107,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/trpxxs1472669662.jpg","Collins glass",NA,NA,4,"Soda water","3 oz"
"116",36,"Absolut Summertime","2016-08-31T19:54:22Z",14107,"Alcoholic","Cocktail","http://www.thecocktaildb.com/images/media/drink/trpxxs1472669662.jpg","Collins glass",NA,NA,5,"Lemon","1 slice"
"117",37,"Absolut limousine","2016-09-01T09:50:44Z",14372,"Alcoholic","Other/Unknown","http://www.thecocktaildb.com/images/media/drink/ssqpyw1472719844.jpg","Collins Glass",NA,NA,1,"Absolut Citron","2/3"
"118",37,"Absolut limousine","2016-09-01T09:50:44Z",14372,"Alcoholic","Other/Unknown","http://www.thecocktaildb.com/images/media/drink/ssqpyw1472719844.jpg","Collins Glass",NA,NA,2,"Lime juice","1/3"
"119",37,"Absolut limousine","2016-09-01T09:50:44Z",14372,"Alcoholic","Other/Unknown","http://www.thecocktaildb.com/images/media/drink/ssqpyw1472719844.jpg","Collins Glass",NA,NA,3,"Ice","Fill with"
"120",37,"Absolut limousine","2016-09-01T09:50:44Z",14372,"Alcoholic","Other/Unknown","http://www.thecocktaildb.com/images/media/drink/ssqpyw1472719844.jpg","Collins Glass",NA,NA,4,"Tonic water","Top it up with"
"121",38,"Absolutely Cranberry Smash","2016-09-02T11:24:44Z",15024,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/vqwstv1472811884.jpg","Cocktail glass",NA,NA,1,"Absolut Vodka","2 oz"
"122",38,"Absolutely Cranberry Smash","2016-09-02T11:24:44Z",15024,"Alcoholic","Ordinary Drink","http://www.thecocktaildb.com/images/media/drink/vqwstv1472811884.jpg","Cocktail glass",NA,NA,2,"Cranberry juice","4 oz"
